"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Other","SFY 2006-2007","Hispanic","In State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","In State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","In State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","In State","Total",40,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Residential Treatment Center",3,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Hispanic","Out of State","Total",3,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Connecticut Juvenile Training School",8,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Foster Care",1,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Residential Treatment Center",10,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","In State","Total",19,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Residential Treatment Center",5,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Other","Out of State","Total",5,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Connecticut Juvenile Training School",56,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Foster Care",1,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Group Home",8,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Independent Living",1,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","PDC or Safe Home",1,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Relative Foster Care",3,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Residential Treatment Center",88,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Solnit Center",2,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","In State","Total",161,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Foster Care",1,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Residential Treatment Center",21,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","Total","Out of State","Total",22,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Connecticut Juvenile Training School",8,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Group Home",1,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Independent Living",1,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","PDC or Safe Home",1,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Residential Treatment Center",30,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Solnit Center",1,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","In State","Total",42,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Foster Care",1,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Residential Treatment Center",5,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","White","Out of State","Total",6,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Connecticut Juvenile Training School",29,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Foster Care",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Group Home",8,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Residential Treatment Center",14,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","In State","Total",52,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","Out of State","Foster Care",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","Out of State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","Out of State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","Out of State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2007-2008","Black","Out of State","Relative Foster Care",0,"Number","Children in Placement"
