"Region","Year","Race/Ethnicity","Location of Placement","Type of Placement","Measure Type","Variable","Value"
"Region 1: Southwest","SFY 2006-2007","White","In State","Group Home","Number","Children in Placement",6
"Region 1: Southwest","SFY 2006-2007","White","In State","Residential Treatment Center","Number","Children in Placement",22
"Region 1: Southwest","SFY 2006-2007","White","In State","High Meadows","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","In State","Solnit Center","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","White","In State","Connecticut Juvenile Training School","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","White","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","In State","Independent Living","Number","Children in Placement",4
"Region 1: Southwest","SFY 2006-2007","White","In State","Total","Number","Children in Placement",92
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Foster Care","Number","Children in Placement",3
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Relative Foster Care","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Special Study","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Shelter","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Group Home","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Residential Treatment Center","Number","Children in Placement",6
"Region 1: Southwest","SFY 2006-2007","White","Out of State","High Meadows","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Solnit Center","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Independent Living","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","White","Out of State","Total","Number","Children in Placement",10
"Region 1: Southwest","SFY 2006-2007","Black","In State","Foster Care","Number","Children in Placement",81
"Region 1: Southwest","SFY 2006-2007","Black","In State","Relative Foster Care","Number","Children in Placement",83
"Region 1: Southwest","SFY 2006-2007","Black","In State","Special Study","Number","Children in Placement",17
"Region 1: Southwest","SFY 2006-2007","Black","In State","Therapeutic Foster Care","Number","Children in Placement",49
"Region 1: Southwest","SFY 2006-2007","Black","In State","PDC or Safe Home","Number","Children in Placement",9
"Region 1: Southwest","SFY 2006-2007","Black","In State","Shelter","Number","Children in Placement",4
"Region 1: Southwest","SFY 2006-2007","Black","In State","Group Home","Number","Children in Placement",21
"Region 1: Southwest","SFY 2006-2007","Black","In State","Residential Treatment Center","Number","Children in Placement",27
"Region 1: Southwest","SFY 2006-2007","Black","In State","High Meadows","Number","Children in Placement",4
"Region 1: Southwest","SFY 2006-2007","Black","In State","Solnit Center","Number","Children in Placement",6
"Region 1: Southwest","SFY 2006-2007","Black","In State","Connecticut Juvenile Training School","Number","Children in Placement",6
"Region 1: Southwest","SFY 2006-2007","Black","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","Black","In State","Independent Living","Number","Children in Placement",11
"Region 1: Southwest","SFY 2006-2007","Black","In State","Total","Number","Children in Placement",319
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Foster Care","Number","Children in Placement",3
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Relative Foster Care","Number","Children in Placement",4
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Special Study","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Shelter","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Group Home","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Residential Treatment Center","Number","Children in Placement",17
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","High Meadows","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Solnit Center","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Independent Living","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Black","Out of State","Total","Number","Children in Placement",25
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Foster Care","Number","Children in Placement",73
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Relative Foster Care","Number","Children in Placement",52
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Special Study","Number","Children in Placement",9
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Therapeutic Foster Care","Number","Children in Placement",19
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","PDC or Safe Home","Number","Children in Placement",2
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Shelter","Number","Children in Placement",3
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Group Home","Number","Children in Placement",11
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Residential Treatment Center","Number","Children in Placement",17
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","High Meadows","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Solnit Center","Number","Children in Placement",2
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Connecticut Juvenile Training School","Number","Children in Placement",2
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Independent Living","Number","Children in Placement",6
"Region 1: Southwest","SFY 2006-2007","Hispanic","In State","Total","Number","Children in Placement",196
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Foster Care","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Relative Foster Care","Number","Children in Placement",8
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Special Study","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Shelter","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Group Home","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Residential Treatment Center","Number","Children in Placement",10
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","High Meadows","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Solnit Center","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Independent Living","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Hispanic","Out of State","Total","Number","Children in Placement",20
"Region 1: Southwest","SFY 2006-2007","Other","In State","Foster Care","Number","Children in Placement",12
"Region 1: Southwest","SFY 2006-2007","Other","In State","Relative Foster Care","Number","Children in Placement",10
"Region 1: Southwest","SFY 2006-2007","Other","In State","Special Study","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","Other","In State","Therapeutic Foster Care","Number","Children in Placement",5
"Region 1: Southwest","SFY 2006-2007","Other","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","In State","Shelter","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","In State","Group Home","Number","Children in Placement",3
"Region 1: Southwest","SFY 2006-2007","Other","In State","Residential Treatment Center","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","Other","In State","High Meadows","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","In State","Solnit Center","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 1: Southwest","SFY 2006-2007","Other","In State","Independent Living","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","In State","Total","Number","Children in Placement",33
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","Foster Care","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","Relative Foster Care","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","Special Study","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","Shelter","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","Group Home","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","Residential Treatment Center","Number","Children in Placement",2
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","High Meadows","Number","Children in Placement",0
"Region 1: Southwest","SFY 2006-2007","Other","Out of State","Solnit Center","Number","Children in Placement",0
